,Word,definition
584,house,A structure built or serving as an abode of human beings. [from 9thc.]
585,house,(transitive) To keep within a structure or container.
586,house,(music) House music.
587,world,"(with ""the"") Human collective existence; existence in general."
588,world,"To consider or cause to be considered from a global perspective; to consider as a global whole, rather than making or focussing on national or other distinctions; compare globalise."
589,head,"(countable) The part of the body of an animal or human which contains the brain, mouth, and main sense organs."
590,head,"Of, relating to, or intended for the head."
591,head,(transitive) To be in command of. (See also head up.)
592,three,(cardinal) A numerical value after two and before four. Represented in Arabic digits as 3; this many dots (•••).
593,three,The digit/figure 3.
594,took,simple past tense of take
595,new,"Recently made, or created."
596,new,Newly (especially in composition).
597,new,Things that are new.
598,new,(obsolete) To make new; to recreate; to renew.
599,love,(uncountable) Strong affection.
600,love,"(usually transitive, sometimes  intransitive) To have a strong affection for (someone or something)."
601,love,"(racquet sports, billiards) Zero, no score."
602,love,"(transitive, obsolete or Britain dialectal) To praise; commend."
603,always,At all times; throughout all time
604,Mrs,"Abbreviation of Missus or Mistress, used before an adult woman's name or surname, used for any high-status woman without regard to marital status until the 1800s, after which it began to be reserved for married women and used with their married surnames."
605,put,(obsolete) A prostitute.
606,put,To place something somewhere.
607,put,(business) A right to sell something at a predetermined price.
608,put,(obsolete) An idiot; a foolish person; a duffer.
609,night,"(countable) The period between sunset and sunrise, when a location faces far away from the sun, thus when the sky is dark."
610,night,Short for good night.
611,night,"To spend a night (in a place), to overnight."
612,each,"All; every; qualifying a singular noun, indicating all examples of the thing so named seen as individual or separate items (compare every)."
613,each,"(operations, philosophy) An individual item: the least quantitative unit in a grouping."
614,king,"A male monarch; a man who heads a monarchy. If it's an absolute monarchy, then he is the supreme ruler of his nation."
615,king,"To crown king, to make (a person) king."
616,king,Alternative form of qing (Chinese musical instrument)
617,between,"In the position or interval that separates (two things), or intermediate in quantity or degree. (See Usage notes below.)"
618,between,"A kind of needle, shorter than a sharp, with a small rounded eye, used for making fine stitches on heavy fabrics."
619,tell,"(transitive) To count, reckon, or enumerate."
620,tell,"A reflexive, often habitual behavior, especially one occurring in a context that often features attempts at deception by persons under psychological stress (such as a poker game or police interrogation), that reveals information that the person exhibiting the behavior is attempting to withhold."
621,tell,"(archaeology) A hill or mound, originally and especially in the Middle East, over or consisting of the ruins of ancient settlements."
622,mind,The ability for rational thought.
623,mind,(now regional) To remember. [from 14th c.]
624,heart,"(anatomy) A muscular organ that pumps blood through the body, traditionally thought to be the seat of emotion."
625,heart,"(transitive, humorous, informal, chiefly Internet slang) To be fond of. Often bracketed or abbreviated with a heart symbol."
626,few,"(preceded by another determiner) An indefinite, but usually small, number of."
627,few,"Few people, few things."
628,because,(archaic) For the reason (that).
629,because,By or for the cause that; on this account that; for the reason that.
630,because,"(uncommon, slang, nonstandard, especially Internet) On account of, because of. [since at least the 20th century]"
631,thing,"That which is considered to exist as a separate entity, object, quality or concept."
632,thing,(rare) To express as a thing; to reify.
633,whom,"What person or people; which person or people, as the object of a verb."
634,far,"(obsolete, Scotland, Northern England) Distant."
635,far,"Distant in space, time or degree."
636,far,"Spelt (a type of wheat, Triticum spelta), especially in the context of Roman use of it."
637,far,"(Britain, dialectal) A litter of piglets; a farrow."
638,seemed,simple past tense and past participle of seem
639,looked,simple past tense and past participle of look
640,called,simple past tense and past participle of call
641,whole,Entire.
642,whole,(colloquial) In entirety; entirely; wholly.
643,whole,"Something complete, without any parts missing."
644,de,A meaningless syllable used when singing a tune or indicating a rhythm.
645,de,(Northumbria) To do.
646,de,"Pronunciation spelling of the, representing African American Vernacular English."
647,set,"(transitive) To put (something) down, to rest."
648,set,A young plant fit for setting out; a slip; shoot.
649,set,A punch for setting nails in wood.
650,set,"(Britain, education) To divide a class group in a subject according to ability"
651,set,Fixed in position.
652,both,Each of the two; one and the other; referring to two individuals or items.
653,both,Including both of (used with and).
654,got,simple past tense of get
655,find,(transitive) To encounter or discover by accident; to happen upon.
656,find,"Anything that is found (usually valuable), as objects on an archeological site or a person with talent."
657,done,"(of food) Ready, fully cooked."
658,done,past participle of do
659,done,"(colloquial, slang) Clipping of methadone."
660,heard,simple past tense and past participle of hear
661,look,"(intransitive, often with ""at"") To try to see, to pay attention to with one’s eyes."
662,look,Pay attention.
663,look,The action of looking; an attempt to see.
664,name,Any of several types of true yam (Dioscorea) used in Caribbean Spanish cooking.
665,name,"Any nounal word or phrase which indicates a particular person, place, class, or thing."
666,name,(transitive) To give a name to.
667,days,plural of day
668,days,Third-person singular simple present indicative form of day
669,days,During the day.
670,told,simple past tense and past participle of tell
671,let,"(transitive) To allow to, not to prevent (+ infinitive, but usually without to)."
672,let,The allowing of possession of a property etc. in exchange for rent.
673,let,"(archaic) To hinder, prevent, impede, hamper, cumber; to obstruct (someone or something)."
674,let,An obstacle or hindrance.
675,lord,(obsolete) The master of the servants of a household; (historical) the master of a feudal manor
676,lord,(intransitive and transitive) Domineer or act like a lord.
677,country,"(chiefly British) An area of land; a district, region. [from 13th c.]"
678,country,From or in the countryside or connected with it.
679,asked,simple past tense and past participle of ask
680,going,present participle of go
681,going,A departure.
682,going,Likely to continue; viable.
683,seen,past participle of see
684,seen,The letter س in the Arabic script.
