,Word,definition
2864,trade,(uncountable) Buying and selling of goods and services on a market.
2872,advantage,"(countable) Any condition, circumstance, opportunity or means, particularly favorable to success, or to any desired end."
2874,ideas,plural of idea
2879,officer,"One who has a position of authority in a hierarchical organization, especially in military, police or government organizations."
2881,rate,(obsolete) The worth of something; value. [15th-19th centuries]
2884,clothes,(plural only) Items of clothing; apparel.
2887,sign,(sometimes also used uncountably) A visible indication.
2888,feelings,plural of feeling
2893,judge,"A public official whose duty it is to administer the law, especially by presiding over trials and rendering judgments; a justice."
2895,difference,(uncountable) The quality of being different.
2899,working,(usually in the plural) Operation; action.
2903,captain,A chief or leader.
2907,extent,A range of values or locations.
2916,method,"A process by which a task is completed; a way of doing something (followed by the adposition of, to or for before the purpose of the process):"
2920,confidence,Self-assurance.
2924,jesus,Jesus (figure of Jesus)
2927,importance,The quality or condition of being important or worthy of note.
2933,bill,"Any of various bladed or pointed hand weapons, originally designating an Anglo-Saxon sword, and later a weapon of infantry, especially in the 14th and 15th centuries, commonly consisting of a broad, heavy, double-edged, hook-shaped blade, with a short pike at the back and another at the top, attached to the end of a long staff."
2941,fancy,The imagination.
2954,neck,(anatomy) The part of body connecting the head and the trunk found in humans and some animals.
2956,hearts,plural of heart
2958,liberty,The condition of being free from control or restrictions.
2961,sides,plural of side.
2965,gentlemen,plural of gentleman
2970,serve,(sports) An act of putting the ball or shuttlecock in play in various games.
2988,powers,plural of power
2993,evidence,Facts or observations presented in support of an assertion.
2996,progress,"Movement or advancement through a series of events, or points in time; development through time. [from 15th c.]"
3004,building,(uncountable) The act or process by which something is built; construction.
3006,page,One of the many pieces of paper bound together within a book or similar document.
3014,weeks,plural of week
3017,holding,"Something that one owns, especially stocks and bonds."
3019,mountain,"A large mass of earth and rock, rising above the common level of the earth or adjacent land, usually given by geographers as above 1000 feet in height (or 304.8 metres), though such masses may still be described as hills in comparison with larger mountains."
3020,search,An attempt to find something.
3024,sin,(theology) A violation of God's will or religious law.
3028,lies,plural of lie
3032,pieces,plural of piece
3035,price,The cost required to gain possession of something.
3037,ships,plural of ship
3055,bank,An institution where one can place and borrow money and take care of financial affairs.
3060,fate,"The presumed cause, force, principle, or divine will that predetermines events."
3063,judgment,The act of judging.
3064,conditions,plural of condition.
3068,hills,plural of hill
3071,forest,"A dense uncultivated tract of trees and undergrowth, larger than woods."
3073,measure,A prescribed quantity or extent.
3075,species,Type or kind. (Compare race.)
3082,stream,A small river; a large creek; a body of moving water confined by banks.
3084,honor,"(uncountable) recognition of importance or value; respect; veneration (of someone, usually for being morally upright and/or competent)"
3090,ear,"(countable) The organ of hearing, consisting of the pinna, auditory canal, eardrum, malleus, incus, stapes and cochlea."
3093,bread,(uncountable) A foodstuff made by baking dough made from cereals.
3099,bottom,The lowest part of anything.
3106,aid,"(uncountable) Help; assistance; succor, relief."
3108,fingers,plural of finger
3120,animal,"In scientific usage, a multicellular organism that is usually mobile, whose cells are not encased in a rigid cell wall (distinguishing it from plants and fungi) and which derives energy solely from the consumption of other organisms (distinguishing it from plants)."
3122,events,plural of event
3125,delight,Joy; pleasure.
3127,rights,plural of right
3129,amount,"The total, aggregate or sum of material (not applicable to discrete numbers or units or items in standard English)."
3132,tax,Money paid to the government other than for transaction-specific goods and services.
3134,servants,plural of servant
3136,sons,plural of son
3137,cross,A geometrical figure consisting of two straight lines or bars intersecting each other such that at least one of them is bisected by the other.
3141,shoulders,plural of shoulder
3147,points,plural of point
3152,woods,plural of wood
3154,facts,plural of fact
3160,creature,A living being; an animal or (sometimes derogatory) a human.
3163,rain,Condensed water falling from a cloud.
3171,gate,A doorlike structure outside a house.
3173,nations,plural of nation
3177,surface,"The overside or up-side of a flat object such as a table, or of a liquid."
3183,streets,plural of street
3192,fashion,"(countable) A current (constantly changing) trend, favored for frivolous rather than practical, logical, or intellectual reasons."
